Board,EventN,TrigTime,ADC
 1 , 208 , 610295542 , 2267.000000
 2 , 207 , 608889686 , 2243.000000
 0 , 208 , 611701146 , 2289.000000
 1 , 209 , 613225212 , 2270.000000
 2 , 208 , 611819356 , 2264.000000
 0 , 209 , 614630812 , 2313.000000
 1 , 210 , 616154880 , 2253.000000
 2 , 209 , 614749028 , 2253.000000
 0 , 210 , 617560476 , 2385.000000
 1 , 211 , 619084550 , 2313.000000
 2 , 210 , 617678698 , 2304.000000
 0 , 211 , 620490142 , 2327.000000
 2 , 211 , 620608370 , 2236.000000
 0 , 212 , 623419806 , 2314.000000
 1 , 212 , 622014218 , 2277.000000
 2 , 212 , 623538040 , 2336.000000
 0 , 213 , 626349472 , 2420.000000
 1 , 213 , 624943888 , 2311.000000
 2 , 213 , 626467712 , 2330.000000
 0 , 214 , 629279138 , 2316.000000
 1 , 214 , 627873558 , 2391.000000
 2 , 214 , 629397382 , 2246.000000
 0 , 215 , 632208802 , 2250.000000
 1 , 215 , 630803226 , 2293.000000
 0 , 216 , 635138468 , 2321.000000
 1 , 216 , 633732896 , 2364.000000
 2 , 215 , 632327054 , 2282.000000
 0 , 217 , 638068132 , 2328.000000
 1 , 217 , 636662564 , 2272.000000
 2 , 216 , 635256724 , 2281.000000
 0 , 218 , 640997798 , 2360.000000
 1 , 218 , 639592234 , 2268.000000
 2 , 217 , 638186394 , 2271.000000
 0 , 219 , 643927464 , 2238.000000
 1 , 219 , 642521904 , 2230.000000
 2 , 218 , 641116066 , 2267.000000
 1 , 220 , 645451572 , 2246.000000
 2 , 219 , 644045736 , 2167.000000
 0 , 220 , 646857126 , 2252.000000
 1 , 221 , 648381242 , 2202.000000
